Key,Index,Status,Title,Daily,Type,Giver,Introduction Dialogue,Resolution Dialogue,Requirements,Objectives,Rewards
MSQ075,75,In Game,Digging Up Clues,No,MAIN,MENU,"MENU: “For litterbugs, they sure cleaned up anything that could trace them.”
MENU: “Nothing to scavenge but the usual stuff.”
MINA: “The blue flowers and mushrooms suggest magical practice.”
MINA: “You might as well dig up some reagents while you’re here.”","MENU: “Really nothing new, huh.”
MENU: “Wait a minute.”
MENU: “Did you notice the tent?”
MENU: “That symbol looks familiar.”",Complete MSQ074,Make 6 Scavenging Rolls at Abandoned Campsite,"4x Agency Reputation,1x Booster Pack"
MSQ076,76,In Game,Get Some Fresh Air,No,MAIN,MENU,"MENU: “Do me a favor and leave the caves for a minute.”
MENU: “Head back to the Restricted Area and take a look at that office complex.”
MENU: “This might be a pain, but I want you to make sure.”
MENU: “You can keep exploring and put this off for now.”
MENU: “Just keep it in mind.”","MENU: “Definitely the same logo. It looks like the letter A.”
MENU: “Wonder what it stands for?”",Complete MSQ075,,"6x Agency Reputation,2x Booster Pack"
MSQ077,77,In Game,"Yep, That’s Wood",No,MAIN,MENU,"MENU: “Check out the construction on these supports.”
MENU: “Wood, yeah. But it’s like that stuff you make out of sticks and stems.”
MENU: “You might as well grab a few more while you’re here.”","MENU: “So, the wood.”
MENU: “It’s like your laminated timber, but it’s not exactly.”
MENU: “Looks more like chopped up office furniture. Desks, tables.”
MENU: “Why do that?”
MENU: “There are plenty of resources around to make this stuff.”
MENU: “Why haul it in from somewhere else?”","In Room: Reinforced Tunnel,Complete MSQ056",Make 3 Scavenging Rolls at Reinforced Tunnel,2x Agency Reputation
MSQ078,78,In Game,Plasmatics 101,No,MAIN,MINA,"MINA: “Have you seen that book leaning against the pillar?”
MINA: “Menu seems to have no interest.”
MINA: “She takes fascination in the strangest things.”
MINA: “I’m always happy to find some new magical text, however.”
MINA: “Have your Kami spend some time harvesting here while I negotiate with our mutual friend.” ","MINA: “Apparently she’s already got the contents recorded somewhere.”
MINA: “For some reason it’s been difficult to show these files to you.”
MINA: “She’ll figure it out eventually.”
MINA: “Oh, the book? Nonsense. Foolish fancy. I didn’t finish it.""",Complete MSQ077,Harvest for >360 minutes at Reinforced Tunnel,"2x Elders Loyalty,250 $MUSU"
MSQ079,79,To Update,Fringe Theories,No,MAIN,MENU,"MENU: “I took a look at that “Plasmatics” book with Mina.”
MENU: “Most of it is stuff I’m not really familiar with.
MENU: “The parts I am familiar with, I can kind of tell it’s bullshit.”
MENU: “But then there’s this other part that I can’t get a handle on.”
MENU: “You mind going around and helping me compare it with the tech here?”","MENU: “I think I’m getting a better vocabulary for this stuff, at least.”
MENU: “Gravitoelectromagnetism as a unified field, zero point vacuum energy production…”
MENU: “It’s starting to remind me of that stuff Mina told me about the aether.”
MENU: “The technobabble feels better than the retro superstition, at least.”",Complete MSQ078,In Room: Hatch to Nowhere,2x Agency Reputation
MSQ080,80,In Game,The Great Divide,No,MAIN,MENU,"MENU: “That bridge looks like fake wood.”
MENU: “Check if it’s sturdy by sending some Kami out on it.”
MENU: “I’m just kidding!”
MENU: “Get them harvesting, though.”","MENU: “I wonder how you were meant to cross before the bridge got built?”
MINA: “Maybe you weren’t.”
MINA: “It may have another purpose.”","In Room: Canyon Bridge,Complete MSQ056",Harvest for >360 minutes at Canyon Bridge,"2x Agency Reputation,2x Booster Pack"
MSQ081,81,In Game,Edge of the Abyss,No,MAIN,MINA,"MINA: “There’s an abundance of the blue pansies to be found around that canyon.”
MINA: “It usually means an abundance of magic.”
MINA: “Scavenge around and snatch a few up, let’s have a closer look.”","MINA: “Hmm…”
MINA: “Be wary, Operator. Of whatever you find at the bottom.”",Complete MSQ080,Make 3 Scavenging Rolls at Canyon Bridge,2x Elders Loyalty
MSQ082,82,In Game,Blue Light Special,No,MAIN,MINA,"MINA: “I don’t need to give you the lesson about $MUSU currents again.”
MINA: “As predicted, you’ll find another essence here.”
MINA: “It seems you can’t touch that lantern. No great worry.”
MINA: “A bit strange, but no obstacle.” 
MINA: “As long as you and your Kami can scavenge, you’re gold.”","MINA: “That lantern burns with a familiar element.”
MINA: “The lingering radiation in the antediluvian facility, you remember?”
MINA: “In a way, that tube was really just a bigger lantern.”
MINA: “Consider yourself lucky being unable to touch it.”
MINA: “Just extract the essence from the light it casts on the wall.”",In Room: Geometric Cliffs,Make 1 Scavenging Roll at Geometric Cliffs,2x Elders Loyalty
MSQ083,83,In Game,Vision of Life,No,MAIN,MINA,"MINA: “Make sure to get the essence in this room.”
MINA: “Of all six, Sight is one of the most prized.”
MINA: “The power of a true vision is worth much.”","MINA: “Hold onto one after you’ve got it.”
MINA: “I’m thinking of an interesting use for it.”",Complete MSQ082,Scavenge 1 Essence of Sight,"4x Elders Loyalty,500 $MUSU"
MSQ084,84,In Game,Soot and Ash,No,MAIN,MENU,"MENU: “This really stands out. It’s beautiful.”
MENU: “Except for the burnt pages of some book all over the floor.”
MENU: “They must have used that for the carbon. Passionate about their art.”
MENU: “Burn up scraps are gonna be hard to decipher. I’ll work on it.”
MENU: “The Kami can do their thing. I’ll do mine.”","MENU: “For nutjobs who set their own stuff on fire to paint pictures…”
MENU: “They’re pretty good at covering their tracks.”
MINA: “Not many clues, but plenty of blue pansies.”
MINA: “Plenty of magic, too.”","In Room: Flower Mural,Complete MSQ056",Make 3 Scavenging Rolls at Flower Mural,"2x Agency Reputation,2x Booster Pack"
MSQ085,85,In Game,Sigil Magic,No,MAIN,MINA,"MINA: “I believe that flower is more than just a pretty drawing.”
MINA: “Have you heard of sigil magic?”
MINA: “It’s quite old, but had a modern revival some decades past.”
MINA: “You may have read about it in a comic book.”
MINA: “To seal your magic in a single image. That’s what this is.”
MINA: “Let your Kami out to harvest and search more thoroughly.”
MINA: “I wonder about those scraps.”","MINA: “What was the book sacrificed to draw this?”
MINA: “You might think it doesn’t matter. You’d be a fool.”
MINA: “It might be everything.”",Complete MSQ084,Harvest for >360 minutes at Flower Mural,2x Elders Loyalty
MSQ086,86,In Game,Sigil Magic II,No,MAIN,MINA,"MINA: “Give me some flowers and plastics.”
MINA: “I want to make some charms and cast some divinations on my own.”
MINA: “You’ve been a good servant. Deliver the reagents immediately and uphold that reputation.” ","MINA: “Maybe a lure? No, perhaps a repellent. Is it possible that it’s apotropaic?”
MINA: “Oh, to hell with this.”
MINA: “I feel like I need to step down there personally to check this out.”
MINA: “And I am absolutely not doing that.”
MENU: “The probability of it being a trap does appear high.”",Complete MSQ085,"Give 5 Blue Pansy,Give 5 Daffodil,Give 2500 Microplastics","4x Elders Loyalty,500 $MUSU"
MSQ087,87,In Game,The Crystal Set,No,MAIN,MENU,"MENU: “I feel a little sick in here.”
MENU: “Uh.”
MENU: “Mina, you take this one. My vision is bugging out.”
MINA: “Operator, take stock of the materials here.”
MINA: “And make it quick.”","MINA: “I see why our friend was uncomfortable.”
MINA: “I feel it too.” 
MINA: “This crystal is radiating with incredible magical power.”
MINA: “It feels just like the leftovers in the broken tube.”
MINA: “A setting like this appears more natural than that prison…”
MINA: “But still, something feels wrong.”","In Room: Radiant Crystal,Complete MSQ070",Make 3 Scavenging Rolls at Radiant Crystal,2x Agency Reputation
MSQ088,88,In Game,The Crystal Set II,No,MAIN,MENU,"MENU: “Get out of there for a minute.”
MENU: “I can think better in the other rooms, at least.”
MENU: “Head back to the Reinforced Tunnel where that book is.”
MENU: “I’ll do some cross referencing. Maybe I’ll understand it better.”","MENU: “So the crystal is like, the channeling point for some kind of zero point vacuum energy?”
MENU: “And it’s kept in check by a polygonal unified field?”
MINA: “I don’t follow you at all.”
MENU: “I barely trust what I’m saying myself.”",Complete MSQ087,Move to Reinforced Tunnel,2x Agency Reputation
MSQ089,89,In Game,The Crystal Set III,No,MAIN,MENU,"MENU: “I think I’m getting used to that room the more you visit.”
MENU: “There’s a unique item to be found by the Radiant Crystal. Did you know?”
MENU: “The roots wrapped around the crystal absorb the energy it radiates.”
MENU: “Some of them fall off, but they keep that blue radiance.” 
MENU: “Grab a few.”","MENU: “This seems like the sort of item that only ever shows up in one place.”
MENU: “Something unpleasant about holding these things, too.”
MENU: “Kind of like the crystal itself, but weaker.”
MENU: “I’ll get used to it.”",Complete MSQ088,Scavenge 3 Irradiated Roots,"4x Agency Reputation,2x Booster Pack"
MSQ090,90,In Game,The Crystal Set IV,No,MAIN,MINA,"MINA: “I think that I’ve properly established how distasteful I find the act of drawing power from this crystal.”
MINA: “With that said, I’ve also been considering the ethics of using these roots in hexerei.”
MINA: “If the kami just happen to pick up whats already there…”
MINA: “It’s acceptable.”","MINA: “Hmm… Indeed, something unpleasant about holding this.”
MINA: “Though I can feel the potential.” 
MINA: “Get your tools ready, apprentice. Let’s try something new.”",Complete MSQ089,Give 1 Irradiated Root,2x Elders Loyalty
MSQ091,91,In Game,The Crystal Set V,No,MAIN,MINA,"MINA: “Make an extract of the root, but leave one unprocessed for later.”
MINA: “I’ve got two recipes in mind.”","MINA: “I’m still not entirely comfortable working with this reagent.”
MINA: “Ah well. There’s nothing to be done.” ",Complete MSQ090,Craft 500 Pallid Root Extract,2x Elders Loyalty
MSQ092,92,In Game,Beyond the Pale,No,MAIN,MINA,"MINA: “Mix the extract with a little mint and steep with freshly boiled water.”
MINA: “Let it rest, then bottle it. Shake before drinking.”
MINA: “Go on, give it a try.”","MINA: “These roots produce a startling effect on your Kami.”
MINA: “But a very useful one.”
MINA: “I’ll look the other way if you decide to use more of these potions.” ",Complete MSQ091,Craft 1 Pale Potion,2x Elders Loyalty
MSQ093,93,In Game,Tracing Your Roots,No,MAIN,MENU,"MENU: “So where do those roots go?”
MENU: “Like up on the surface. A tree, I guess. But what tree?”
MINA: “If the Operator is smart, they may have figured it out already.”
MINA: “But if not, we can help them along.”
MENU: “You already know?”
MINA: “Operator. Take this list of ingredients. I’ve got something I want you to build.”","MINA: “I’ve been quite vocal about it… The crystal’s power, I mean.”
MINA: “Sapping it for one’s own uses is distasteful, yes.”
MINA: “And I don’t celebrate that sort of thing.”
MINA: “But we must sometimes do distasteful things to win.”",Complete MSQ092,"Give 1 Ingot,Give 1 Essence of Sight,Give 1 Irradiated Root","2x Agency Reputation,1x Ingot,1x Irradiated Root,1x Essence of Sight"
MSQ094,94,In Game,Rhabdomancy,No,MAIN,MINA,"MINA: “I’ve given you plans for a sort of dowsing rod.”
MINA: “The ingot to craft a housing, the root for a handle, and an essence of sight for the sensor.”
MINA: “Menu’s technical language may be rubbing off.”
MINA: “Craft the device. We’ll see what it turns up.”","MINA: “The rod isn’t a guiding hand to point you through the dark.”
MINA: “It will respond when you get close to the right places.”
MINA: “You should be able to use it to find the crystal’s tree above ground.”",Complete MSQ093,Assemble the Dowsing Rod,4x Elders Loyalty
MSQ095,95,In Game,Bitter Fruits,No,MAIN,MINA,"MINA: “The rod senses something.” 
MINA: “You see what I meant? You might have figured this out already, Operator.”
MINA: “Not many trees that look like this.”
MINA: “Get a little closer and buy something. I want to see how it reacts.”","MINA: “Awful.”
MINA: “It gave me the shivers, even from the distance of scrying.”
MINA: “There’s more than just the crystal in the caves.”
MINA: “Something else is living in that tree. Tied in to those roots.”","Complete MSQ094,Own the Dowsing Rod,In Room: Marketplace",Use the machine to buy something in the Marketplace,"2x Elders Loyalty,250 $MUSU"
MSQ096,96,In Game,Into the Canyon,No,MAIN,MENU,"MENU: “That thing almost looks real.”
MINA: “It does a real enough job of holding our Operator back.”
MINA: “And the magic is so thick in the air you can taste it.”
MENU: “I knew you were sharing sight, but taste?”
MINA: “It’s just an expression.”
MINA: “But spend some time in here and taste for yourself.”","MINA: “Talismans all over the walls.”
MINA: “These magicians had a powerful desire to seal the darkness below”
MINA: “Humans put too much faith in paper.”","In Room: Giant's Palm,Complete MSQ081",Harvest for >360 minutes at Giant's Palm,"2x Agency Reputation,2x Booster Pack"
MSQ097,97,In Game,Back of my Hand,No,MAIN,MINA,"MINA: “The closer you get to opening this seal, the stronger the sense of foreboding that I feel.”
MINA: “It’s almost as if the caves drain my spirit through my connection to you.”
MINA: “Do me a favor, servant.”
MINA: “Give me an energy drink?”","MINA: “You are appreciated.”
MINA: “As a servant, you rank among the top five thousand.”
MINA: “At the lowest.”",Complete MSQ096,Give 1 Energy Drink,2x Elders Loyalty
MSQ098,98,In Game,Heartwood,No,MAIN,MENU,"MENU: “That dowsing rod is wiggling again.”
MINA: “The Blooming Tree has a certain presence. I’m not surprised.”
MINA: “Something similar may have happened here.” ","MINA: “It’s possible this tree once held a great crystal heart.”
MINA: “Something of similar size and power as the great crystal in the caves.”
MENU: “And someone stole it away?”
MENU: “If we don’t find it in down in those tunnels, I wonder where it went…”","Complete MSQ094,Own the Dowsing Rod,In Room: Blooming Tree",Make 1 Scavenging Roll at Blooming Tree,"2x Agency Reputation,5x Booster Pack"
MSQ099,99,In Game,Hypersensitivity,No,MAIN,MENU,"MENU: “The dowsing rod is going off here? Is it bugged?”
MENU: “Mina, what’s the deal?”
MINA: “My shop is small. It’s a tight space. The dowsing rod is probably just picking up the leftover residue on the operator.”
MINA: “Check outside my door, in the open air. You won’t find anything, I’m sure.”","MENU: “…Yeah, nothing out here.”
MENU: “I guess she was right.”
MENU: “But I don’t think that really proved anything.”","Complete MSQ094,Own the Dowsing Rod,In Room: Convenience Store",Move to Tunnel of Trees,"2x Agency Reputation,5x Booster Pack"
MSQ100,100,In Game,Prima Facie,No,MAIN,MENU,"MENU: “What kind of creepy decoration is this?”
MINA: “Looks like a skeleton.”
MENU: “Yeah, but it must be a model. The craftsmanship is really impressive.”
MENU: “Operator, check this place out for a while with your Kami. I can run an analysis.”","MENU: “I must be bugging out again.”
MENU: “It’s solid bone, but that doesn’t make much sense.”
MINA: “My friend, sometimes things are just how they appear.”
MENU: “Yeah, well, if someone’s trying to creep me out by spoofing my sensors, it’s working.”",In Room: Guardian Skull,Harvest for >360 minutes at Guardian Skull,2x Agency Reputation
MSQ101,101,In Game,Pillars of the Earth,No,MAIN,MINA,"MINA: “Our dear friend Menu is having a hard time accepting the reality of this great corpse.”
MINA: “Yes, of course it’s real. In fact, I recognize him.”
MINA: “He was an old friend and mentor. Someone I thought would hang on forever.”
MINA: “I’d like you to pay respects on my behalf.”
MINA: “He loved a drink. Pour out something strong for him.”
MINA: “This may not be a proper grave, but he would appreciate the gesture all the same.”","MINA: “Thank you. You’ve been truly generous.”
MINA: “I’ve had a great deal of fun condescending to you and treating you as my servant, but I want to make something clear.”
MINA: “You’re more than that. Absolutely not an equal, of course, but I’ve grown to respect you. I may have even begun to enjoy your company.”
MINA: “Now then. That’s all the sentimentality you’ll get from me for some time.”
MINA: “Goodbye.”",Complete MSQ100,"Move to Guardian Skull,Give 1 Toadstool Liquor",4x Elders Loyalty
MSQ102,102,In Game,Axis Mundi,No,MAIN,MENU,"MENU: “This is the deepest part of the cave system.”
MENU: “We’re deep below the central point of Kamigotchi World’s axial mountain.”
MENU: “The location just feels important.”
MENU: “These pillars and brickwork don’t match anything else in the caves, aesthetically. Let me run some scans.
MENU: “You might trust the results more than I do, though.” 
MENU: “I’ll check the marble. You grab some stuff from the room to compare.”","MENU: “Weirdest thing.”
MENU: “These old marble pillars? Every one I check is just plaster with distressing. They just look old.”
MENU: “This whole temple might have been built within the last fifty years.” 
MENU: “Everything in it except the bones…”",In Room: Sacrarium,Make 3 Scavenging Rolls at the Sacrarium,"6x Agency Reputation,5x Booster Pack"
MSQ103,103,In Game,Sealed Fate,No,MAIN,MINA,"MENU: “Hey, the dowsing rod is wiggling.”
MENU: “I almost didn’t notice it in there. It’s barely moving.”
MENU: “Actually, it seems to be indicating something below, not in the sacrarium itself.”
MENU: “I don’t think you’ll be swimming through ooze anytime soon. It might even be deeper than that pool.”
MENU: “Might as well put it out of your mind for now.”
MINA: “Not so fast.”
MINA: “Do me the favor of spending a few hours investigating. And tell me all the details.”","MINA: “Hmm.”
MINA: “The pillars are laid out along the lines of a sigil.”
MINA: “This sacrarium, bones and all, may have been constructed to seal whatever sleeps below.”
MINA: “It’s despicable to put the old man to work in this state. He deserves to rest.”
MINA: “But I’m still thankful he’s here.”
MINA: “The dowsing rod can barely sense it, but the weakness of the signal matters not.”
MINA: “At a far enough distance, or behind a great enough barrier, the most radiant power can be as faint as a candle’s flame.”
MINA: “In my opinion, you should be happy you can’t yet find a way down there.”
","Complete MSQ094,Own the Dowsing Rod,In Room: Sacrarium",Harvest for >720 minutes at the Sacrarium,"6x Elders Loyalty,1000 $MUSU"
MSQ104,104,In Game,An Ounce of Sense,No,MAIN,MINA,"MINA: “You’ve probably collected all six of the sensory essences by now.”
MINA: “If not, what are you waiting for? You won’t get far in this lesson without them.”
MINA: “You may have already learned how they can be used to augment hexerei.”
MINA: “Or perhaps you’ve experienced the magical effects that raw sensation can produce on its own.”
MINA: “Each one of these sensory essences carries a great power.”
MINA: “But together, they combine to produce something truly sublime.”
MINA: “Craft one Pure Essence and I will explain further.”","MINA: “Now, think of the power you hold in the palm of your hand.”
MINA: “A pure, complete, total sensory experience.”
MINA: “All the sensations of mundane life in a single pulsating mass.”
MINA: “It’s not immortality or life extension. It won’t keep you sustained. But it will let you feel what it’s like to live to the fullest.”
MINA: “The finest food, the most enticing perfume, the softest silks, the most entrancing song, the most beautiful sights, the sublimity of imagination.”
MINA: “To many individuals, that means more than anything.”",Complete MSQ102,Craft 1 Pure Essence,4x Elders Loyalty
MSQ105,105,To Deploy,The Turning of the Wheel,No,MAIN,MENU,"MENU: “That huge engraved door has opened.”
MENU: “I wonder what’s behind it?”
MINA: “The whole of the Sanctuary Caves seems to have been manipulated in order to generate sensory essences.”
MINA: “I had believed it was part of a complex lock to keep curious visitors out, but now I’m not so sure.”
MENU: “You’re saying it was like a test, or a puzzle? They wanted us to open it?”
MINA: “Something like that, yes.”
MENU: “It is what it is. Go check it out, Operator.”","MENU: “This room is almost beyond my ability to understand. Almost.”
MENU: “It’s some kind of technology even more advanced than what I’m familiar with. Doesn’t really follow the rules.”
MENU: “It might be like Mina’s magic… Maybe it’s both?”
MENU: “And what is that thing standing by the wheel?”",Complete MSQ104,Move to Temple of the Wheel,2x Agency Reputation
MSQ106,106,To Deploy,Two Faces Under One Hood,No,MAIN,MINA,"MINA: “See if the Kami can tolerate the presence of that individual.”
MINA: “Your little spirits are a fine judge of character.”
MINA: “Put them down and get them busy, then check in on them later.”
MENU: “Is it an individual, or do they count as two people?”
MENU: “That might be rude to ask…”
MENU: “Anyway, Mina and I can take a closer look at this room while the Kami are busy.”","MINA: “We’ve been scrying this room since you last checked in.”
MINA: “Menu was onto something.”
MINA: “This is a fusion of magic and technology far more intricate than what you’ve seen in the Sanctuary Caves.”
MINA: “It has the power to enable an ancient means of travel.”
MINA: “A portal to move between the domain’s visible layers.”
MENU: “Like a backdoor. Does it work?”
MINA: “I’m not sure. The Operator will have to determine that.”
MENU: “At least the wheel’s attendant doesn’t seem to mind the Kami.”
MENU: “Though I don’t think he particularly likes them, either.”
MENU: “I’ll have to reach out behind the scenes and say hello.”",Complete MSQ105,Make 3 Scavenging Rolls at Temple of the Wheel,"2x Elders Loyalty,1x Booster Pack"
MSQ107,107,To Deploy,Get a Foot In The Door,No,MAIN,DIMIDIATUS,"DIMIDIATUS: “We have communicated with the local guardian deity and explained our contract.”
DIMIDIATUS: “She understands we are not at odds.”
DIMIDIATUS: “We suggest an exchange of gifts to increase our amity.”
DIMIDIATUS: “We have heard you enjoy collecting cards.”
DIMIDIATUS: “Bring us some of the sanguine mushrooms that grow in this place, and we will make a trade.”","DIMIDIATUS: “We give our thanks.”
DIMIDIATUS: “May we remain associates for eternity.”
MENU: “Like they said, I’ve been talking with them off screen. They’re nice guys.”
MENU: “Well, at least the sad one is. The laughing one, I don’t know if I like him.”
MENU: “I’ve had worse coworkers either way.”",Complete MSQ106,Give 10 Sanguine Shroom,"4x Agency Reputation,1x Booster Pack"
MSQ108,108,To Deploy,Treat Yourself,No,MAIN,DIMIDIATUS,"DIMIDIATUS: “You have sated our needs, but a desire lingers.”
DIMIDIATUS: “We are burdened by what you call a sweet tooth, notwithstanding our lack of dentition.”
DIMIDIATUS: “Bring us a handful of candy. We will compensate your efforts.”","DIMIDIATUS: “We are grateful. This is a delight.”
DIMIDIATUS: “The scale insects of the Kamigotchi World are master confectioners.”
DIMIDIATUS: “Sweets crafted even by the hands of higher beings could not compare.”
MENU: “Don’t let Mina hear you say that.”
MENU: “But yeah, she could stand to work on her recipes a little.”
MENU: “Or get some new ones in the store.”",Complete MSQ107,Give 10 Honeydew Scale,"2x Agency Reputation,3x ""Cultivation II"" Spell Card"
MSQ109,109,To Deploy,Remain Unburdened of Attachments,No,MAIN,DIMIDIATUS,"DIMIDIATUS: “You have become attached to this world.”
DIMIDIATUS: “One may perceive this as good, or bad, or both. But it is a restrictive condition.”
DIMIDIATUS: “You may not want to let things go. You may feel scared.”
DIMIDIATUS: “You may act as a guardian to the spirits in your charge. You may refuse to let them fall in battle.”
DIMIDIATUS: “You may be a confident hexer, assured that your stockpile of magic can bring back any loss.”
DIMIDIATUS: “You must abandon these attachments.”
DIMIDIATUS: “Give up your powers of revival as a symbolic gesture.”","DIMIDIATUS: “You are now unburdened. Step lighter upon your exit from this temple.”
DIMIDIATUS: “You have lost nothing but shackles. The power of revival is still within your hands.”
DIMIDIATUS: “Consider what it would mean to truly give up this ability. You must cherish it.”",Complete MSQ108,Give 10 Red Ribbon Gummy,"2x Agency Reputation,5x Booster Pack"
MIN001,2001,In Game,Grand Opening,No,MAIN,MINA,"MINA: “Hello, whoever you are. Is this how you receive your letters?”
MINA: “It seems functional, although inelegant.”
MINA: “Tired? Hungry? $MUSU burning a hole in your pocket?”
MINA: “Bring your wallet to the Tunnel of Trees and knock on the blue door.”
MINA: “——— Mina.”","MINA: “I sell treats for you and your Kami.”
MINA: “If you need Stamina to keep moving, if your pets have gotten low on Health, or even if the poor things have fallen apart and need a Revive, my shop is open.”
MINA: “Prices subject to change.”
MINA: “——— Mina.”",Complete MSQ007,Enter Mina's Shop,2x Elders Loyalty
MIN002,2002,In Game,Customer Loyalty Program,No,MAIN,MINA,"MINA: “I want you to be a repeat customer.”
MINA: “If you trade enough $MUSU with me, I’ll give you something special.”
MINA: ”I don’t care how you get it. Just bring me more and I’ll be happy.”
MINA: “——— Mina.”","MINA: “Take this card.”
MINA: “Even someone lacking in magical ability can use it to cast a little spell.”
MINA: “These aren’t mine to sell, but I’ll give them away for good behavior.”
MINA: “——— Mina.”",Complete MIN001,Spend 1000 $MUSU at Mina’s Shop,"4x Elders Loyalty,1x ""Neith’s River of Life"" Spell Card"
MIN003,2003,In Game,Early Market Research - I,No,MAIN,MINA,"MINA: “Relics and mementos from the past are brought into this world with $MUSU.”
MINA: “Humans grow attached to many things.”
MINA: “The first coin they earned, a trowel used to plant the food that fed their family, a transforming robot toy that made other children jealous.”
MINA: ”Those feelings linger.”
MINA: “Get me five pieces of Scrap Metal. There’s quite a lot of it lying around.”
MINA: “——— Mina.”","MINA: “It may be garbage, but it was important to someone.”
MINA: “Psychometry will tell me more. Not that I’ll share what I learn with you.”
MINA: “We’ll have to get to know each other better.”
MINA: “——— Mina.”",Complete MIN002,Give 5 Scrap Metal,"2x Elders Loyalty,1x “Cultivation II” Spell Card"
MIN004,2004,In Game,Early Market Research - II,No,MAIN,MINA,"MINA: “Deep in the forest, there is a mound built over some ancient, stagnant defilement.”
MINA: “The crawling insects thrive and grow more violent in filthy places like that.”
MINA: “Go harvest at the Insect Node until you get a feel for it.”
MINA: “——— Mina.”","MINA: “Ancient traditions would have purified this mound with sacred rite on a regular basis.”
MINA: “This practice must have died out long before you or I arrived.”
MINA: “Still, I see evidence of recent ritual.”
MINA: “I suppose it could be even worse.”
MINA: “——— Mina.”",Complete MIN003,Harvest for >720 minutes in Forest: Insect Node,"2x Elders Loyalty,2 “Cultivation I” Spell Card"
MIN005,2005,In Game,Early Market Research - III,No,MAIN,MINA,"MINA: The graves across this landscape are quite old, and buried under heaps of garbage, yet their $MUSU has no scent of defilement.”
MINA: “A strange phenomenon.”
MINA: “Go harvest at the graves and you’ll understand what I mean.”
MINA: “——— Mina.”","MINA: “You see, they have an air of uncommon purity.”
MINA: “Are they buried saints?”
MINA: “Were they interred as some kind of rite to bolster the spiritual foundation?”
MINA: “These are questions for another time.”
MINA: “——— Mina.”",Complete MIN004,Harvest for >720 minutes on Trash-Strewn Graves,"4x Elders Loyalty,2x “Neith’s River of Life” Spell Card"
MIN006,2006,In Game,Community Outreach,No,MAIN,MINA,"MINA: “With human garbage as far as the eye can see, one might expect to see more humans along with it.”
MINA: “There are mountains of their attachments changing the landscape of this place, but few actual souls.”
MINA: “A dead one was laying by the edge of the forest, you know.” 
MINA: “It looked young, at least compared to the dusty old saints in the local graves.”
MINA: “Go harvest $MUSU from its location. Maybe it will start to feel chatty.”
MINA: “——— Mina.”","MINA: “You can’t hear it speak?”
MINA: “Strange. I thought you might be able to understand each other.”
MINA: “Ah well. Nothing to be done.”
MINA: “——— Mina.”",Complete MIN005,Harvest for >720 minutes at the Lost Skeleton During Moonside,"2x Elders Loyalty,1x “Cultivation II” Spell Card"
MIN007,2007,In Game,Restocking,No,MAIN,MINA,"MINA: “I've had many new customers like you lately.”
MINA: “It seems I haven’t brought enough stock to meet demand.”
MINA: “Help me restock my goods and pick a few flowers for me.”
MINA: “——— Mina.”","MINA: “Raw materials can be broken down into ingredients for hexerei.”
MINA: “Or alchemy, chemistry, call it what you like.”
MINA: “One can craft potions, poultices, and other small magic if one knows the methods.”
MINA: “I sell something in my shop that will help you along.”
MINA: “It’s a device to break down ingredients for yourself. I won’t be doing it for you again.”
MINA: “——— Mina.”",Complete MIN006,"Give 5 Plastic Bottle,Give 5 Pine Cone","2x Elders Loyalty,2x “Cultivation III” Spell Card"
MIN008,2008,In Game,Offering an Apprenticeship,No,MAIN,MINA,"MINA: “Some may view a scavenging spirit like a magpie on the hunt for treasure.”
MINA: “The truth is the other way around; objects of sentiment are naturally drawn to the Kami.”
MINA: “Wealth accumulates without desire.”
MINA: “Most of the Kami will only rest on their hoards like little dragons.”
MINA: “As their companion, you can share in their treasure and put it to better use.”
MINA: “For now, scavenge some basic raw materials. I’ve provided a list.”
MINA: “——— Mina.”","MINA: “With the right tools and a proper education, you can craft your own potions and spells.”
MINA: “The use of hexerei may even improve your ability to gain $MUSU.”
MINA: “And the more you improve your profitability, the more you have to share with me.”
MINA: “Easy enough, yes? You’ve got the materials, but the real lessons have yet to begin. Don’t forget to buy your school supplies.”
MINA: “——— Mina.”",Complete MIN003,"Scavenge 1 Pine Cone,Scavenge 1 Daffodil,Scavenge 1 Sanguine Shroom,Scavenge 2 Plastic Bottles",2x Elders Loyalty
MIN009,2009,In Game,Basics of Hex - Extracts,No,MAIN,MINA,"MINA: “One must break down the raw materials before they can be measured out and mixed into a hex.”
MINA: “I won’t do this for you more than once. Have some self-respect.”
MINA: “I’ve stocked my shop with Spice Grinders, and they’re just the tool you need.”
MINA: “You may be a model student who already bought one.”
MINA: “If so, you get a pat on the head.”
MINA: “If not, you won’t get much further without it, so fork over the dough, kid.”
MINA: “Once you own a Spice Grinder, use it to extract some Pine Pollen from a Pine Cone.”
MINA: “You should already have a Pine Cone in your inventory.” 
MINA: “——— Mina.”","MINA: “That was fine.”
MINA: “You might prove yourself a capable hexer one of these years.”
MINA: “Just don’t expect me to hold your hand every step of the way.”
MINA: “——— Mina.”",Complete MIN008,Craft 500 Pine Pollen,4x Elders Loyalty
